eps_a	eps_b	eps_c
0.000175609	-0.001183629	0.000287448
0.000175496	-0.001181693	0.00028564
0.000176353	-0.001181356	0.000285385
0.000176447	-0.001181173	0.0002866
0.000175846	-0.001180646	0.000285681
0.000175637	-0.001180205	0.000287502
0.000175658	-0.001181521	0.000286567
0.000176019	-0.001183272	0.000285813
0.000174316	-0.001181826	0.000286096
0.000175314	-0.001181908	0.000286809
0.000176668	-0.001182744	0.0002866
0.000177135	-0.001181642	0.000286663
0.000176987	-0.001183044	0.000284172
0.000178019	-0.001181297	0.000286709
0.000174757	-0.001182096	0.000284602
0.000176448	-0.00118085	0.000284029
0.000178179	-0.001182944	0.000286835
0.000176591	-0.001180414	0.00028711
0.000180274	-0.001184677	0.000289641
0.000181606	-0.001182632	0.000291746
0.000183481	-0.001184542	0.000293867
0.000182954	-0.001184147	0.000295975
0.000185341	-0.001188963	0.00029544
0.000180919	-0.001210913	0.00029091
0.000173285	-0.00123991	0.000282589
0.000170666	-0.001252378	0.00027973
0.000172241	-0.00125575	0.00027902
0.000171623	-0.001257796	0.000278139
0.000171822	-0.001259279	0.000279527
0.000170748	-0.001263292	0.000278306
0.000171365	-0.001265403	0.000277684
0.000173158	-0.001268903	0.000275883
0.000171498	-0.001265063	0.000275964
0.000171325	-0.001268645	0.000276173
0.000173297	-0.001269289	0.000276972
0.000172933	-0.001268778	0.000278409
0.000173816	-0.001269633	0.000277624
0.000172382	-0.001270577	0.000277725
0.000172321	-0.001268978	0.000277757
0.000173471	-0.001270731	0.000276939
0.000172429	-0.001270397	0.000279561
0.000172614	-0.001271918	0.000276974
0.000173325	-0.00127112	0.000277618
0.000173597	-0.001271929	0.000278805
0.000174742	-0.001270893	0.000280774
0.000174836	-0.001272838	0.000280978
0.000177492	-0.001273956	0.000282709
0.000177467	-0.001277252	0.000287637
0.00018035	-0.001281243	0.000284428
0.000177665	-0.001289951	0.000281999
0.000174559	-0.001293452	0.000279573
0.000176792	-0.001293958	0.000279293
0.000177982	-0.001297605	0.000279906
0.000177643	-0.001297116	0.000280942
0.000179918	-0.001297389	0.000280827
0.000175912	-0.001298399	0.000280762
0.00017581	-0.001299446	0.000282135
0.000177262	-0.001298563	0.00028097
0.000176773	-0.001299	0.00028147
0.000176731	-0.001300997	0.000279959
0.000178784	-0.001298094	0.000281893
0.00017829	-0.00130308	0.00027997
0.000177063	-0.001299853	0.000282405
0.000179159	-0.001300945	0.000282295
0.000180349	-0.001302696	0.00027921
0.000178713	-0.001302062	0.000281118
0.000178369	-0.001302858	0.000281297
0.000180389	-0.001301877	0.000280418
0.000180721	-0.00130144	0.000280979
0.000180889	-0.001301554	0.000282294
0.000181308	-0.00130302	0.00028398
0.000180433	-0.001301692	0.000283117
0.000179717	-0.001303273	0.000282741
0.000180171	-0.001302009	0.000283956
0.000181465	-0.001305312	0.00028334
0.000181184	-0.001304831	0.000284981
0.000181938	-0.001305392	0.000284624
0.000185173	-0.001302379	0.000285447
0.000183307	-0.001304594	0.00028658
0.00018464	-0.001305104	0.00028759
0.000185798	-0.001304252	0.000287017
0.000183529	-0.001306593	0.00028812
0.000183444	-0.001306403	0.000287193
0.000186383	-0.001305386	0.000287239
0.000184724	-0.001308119	0.000287563
0.000183792	-0.00130558	0.000285858
0.000186002	-0.001306514	0.000288982
0.000185473	-0.00130813	0.0002882
0.000185108	-0.001307111	0.000289719
0.000187006	-0.00130928	0.000289291
0.000183971	-0.001308772	0.000286499
0.00018372	-0.001310925	0.000287274
0.000183964	-0.00130972	0.000288604
0.000186549	-0.001306756	0.000288481
0.00018487	-0.001308999	0.000287435
0.00018736	-0.001307893	0.000289914
0.000187514	-0.001308967	0.000289274
0.000188534	-0.001311219	0.00028942
0.000186613	-0.001310677	0.00028934
0.000186874	-0.001309206	0.000289362
0.000185725	-0.001309286	0.000288138
0.000186124	-0.001309831	0.000287143
0.000187516	-0.001310887	0.000287801
0.000186719	-0.001310581	0.000289109
0.000188765	-0.001309021	0.000289983
0.000186441	-0.001311125	0.000287831
0.000186043	-0.001312021	0.000288805
0.000187675	-0.001312198	0.000290766
0.000187508	-0.001311293	0.000289483
0.000186823	-0.001310674	0.000289116
0.00018846	-0.001312202	0.000290842
0.000186944	-0.001310569	0.000288525
0.000187851	-0.001309818	0.000288979
0.000187769	-0.001310694	0.000290087
0.000186573	-0.001311032	0.000291759
0.000188248	-0.001310856	0.00029158
0.000190917	-0.001311964	0.00029428
0.000191613	-0.001311869	0.000293611
0.000192381	-0.001313266	0.000292999
0.000191765	-0.001313467	0.000295425
0.000194839	-0.001317791	0.000294095
0.000193557	-0.001324839	0.000295548
0.000186836	-0.001342113	0.00029056
0.00018241	-0.001367855	0.00028969
0.000178739	-0.001384579	0.000283536
0.000177132	-0.001388418	0.000282137
0.000177385	-0.001393735	0.000282335
0.000177248	-0.001395023	0.000283426
0.000177164	-0.001396334	0.000283998
0.000178004	-0.001398752	0.000284022
0.000176281	-0.001398958	0.000281753
0.000179598	-0.001400289	0.00028586
0.000178997	-0.001401323	0.00028365
0.000178536	-0.001402062	0.00028313
0.000180517	-0.001402666	0.000284855
0.00017859	-0.001405179	0.000285286
0.000179644	-0.001406625	0.000284611
0.000179409	-0.001403435	0.000285405
0.000180606	-0.001403509	0.000285844
0.000179073	-0.001401869	0.000284868
0.000180846	-0.001404765	0.00028663
0.000180857	-0.001405087	0.000286486
0.000180938	-0.001404972	0.000285132
0.000180618	-0.001406105	0.000285152
0.000180721	-0.001406518	0.000285747
0.000186137	-0.00140621	0.000288678
0.000185857	-0.001407791	0.000292715
0.00018725	-0.001411079	0.00029391
0.000185953	-0.001416547	0.000291822
0.000187158	-0.001418493	0.000288739
0.000184665	-0.001420846	0.000289199
0.000183774	-0.001422942	0.000288465
0.000182581	-0.001423302	0.000288148
0.000184597	-0.001421666	0.000287089
0.000183072	-0.001421584	0.000287543
0.000183482	-0.001422064	0.000289633
0.000183173	-0.001423322	0.000289717
0.000183505	-0.001424441	0.000289699
0.000183661	-0.00142381	0.000291157
0.000185469	-0.001424219	0.000289252
0.000184205	-0.001426033	0.000289013
0.0001847	-0.001423334	0.000289524
0.000183717	-0.001423614	0.000287715
0.000186806	-0.001423996	0.000291388
0.000186113	-0.001423846	0.000289886
0.000186025	-0.001423511	0.000289694
0.000184703	-0.001423926	0.000290957
0.000183724	-0.001423545	0.00028917
0.000186784	-0.001424573	0.000292753
0.000186089	-0.001426659	0.000291061
0.000186022	-0.0014241	0.00029154
0.000185381	-0.001422113	0.000290951
0.00018458	-0.001427349	0.000289533
0.000183878	-0.001423061	0.0002918
0.000187569	-0.001424247	0.000290331
0.000188622	-0.001422819	0.000291107
0.000185976	-0.00142587	0.000290275
0.00018656	-0.001425698	0.000291608
0.000187046	-0.001425669	0.00029222
0.00018725	-0.00142487	0.000294774
0.000190938	-0.001425348	0.000294065
0.000194443	-0.001427923	0.000297771
0.000197732	-0.001429693	0.000298861
0.000194651	-0.00143174	0.0002968
0.000191539	-0.001431567	0.000295684
0.000193553	-0.001432187	0.000297067
0.000194489	-0.001435383	0.00029567
0.000195583	-0.001436483	0.000298605
0.000195442	-0.001436626	0.000296159
0.000197487	-0.001437662	0.000296107
0.000197035	-0.001438519	0.000296837
0.000192872	-0.001438561	0.000298019
0.000193542	-0.001439819	0.000295684
0.000193383	-0.001437691	0.000295649
0.000195658	-0.001439093	0.000297837
0.00019488	-0.001438731	0.000298255
0.000194519	-0.001441477	0.000297156
0.000193885	-0.00143929	0.000297866
0.000194739	-0.001440694	0.000297929
0.000194846	-0.001440369	0.000297712
0.000192939	-0.001440751	0.000295883
0.000195205	-0.001440978	0.000296846
0.000195424	-0.001441368	0.000297868
0.000196152	-0.001439686	0.000296844
0.000195309	-0.001441102	0.000297815
0.000193017	-0.00144091	0.000297653
0.000195387	-0.001442224	0.00029951
0.00019897	-0.001440964	0.000299712
0.00019861	-0.001443308	0.000301457
0.000201223	-0.00144401	0.000302936
0.00020061	-0.001449169	0.000304894
0.000193254	-0.001467437	0.000303877
0.000178974	-0.001507894	0.0003001
0.000179733	-0.00153073	0.000293065
0.000181819	-0.00153663	0.000289137
0.000180069	-0.00153878	0.000290091
0.00018307	-0.001543272	0.000289382
0.000184832	-0.001542948	0.000291849
0.000183151	-0.001542783	0.000291362
0.000185155	-0.00154456	0.000291744
0.000186441	-0.00154656	0.000293902
0.000187268	-0.001548721	0.000296005
0.00018737	-0.001552726	0.000295551
0.00018857	-0.001553242	0.000293779
0.000189448	-0.001553393	0.000295662
0.000185961	-0.001552939	0.000293631
0.000188016	-0.001554753	0.000295567
0.000188778	-0.001554256	0.000297859
0.000188471	-0.001552745	0.000296946
0.000188948	-0.00155477	0.000297147
0.000189352	-0.001556139	0.000296178
0.000190503	-0.001555132	0.000296325
0.000190109	-0.001555281	0.000297147
0.000190079	-0.001554602	0.000297983
0.0001918	-0.001556295	0.000295656
0.000190513	-0.001555852	0.000298943
0.000191999	-0.001556896	0.000299329
0.00019125	-0.001557623	0.00029764
0.000192185	-0.001555528	0.000299213
0.000191936	-0.001556335	0.000299979
0.0001909	-0.00155772	0.000300081
0.000192915	-0.001558263	0.000300435
0.000192582	-0.001557127	0.000300277
0.000191583	-0.001557092	0.000301465
0.000193543	-0.001557244	0.00030042
0.000192747	-0.001558458	0.000298769
0.000190984	-0.001561182	0.000300612
0.000191722	-0.00156004	0.000299609
0.000190162	-0.001560204	0.00029859
0.000193215	-0.001559194	0.000301023
0.000191273	-0.001558692	0.000300884
0.000192553	-0.00155916	0.000301042
0.000193737	-0.001557894	0.000301771
0.000193657	-0.001561019	0.000300624
0.000195769	-0.001557611	0.000300743
0.000193646	-0.001559359	0.000301111
0.000194037	-0.001560175	0.000302961
0.000193731	-0.001559163	0.000303349
0.000194247	-0.001559562	0.000299742
0.000194579	-0.001560453	0.000303103
0.000193342	-0.001561969	0.000301499
0.000193558	-0.00156062	0.000303816
0.000193393	-0.001562379	0.000303606
0.000193209	-0.001560623	0.000301064
0.000195193	-0.001561124	0.000303273
0.000193898	-0.001559966	0.000302817
0.000193703	-0.001558976	0.000302833
0.000195333	-0.001560651	0.000302813
0.000194209	-0.001563381	0.00030353
0.000195006	-0.001561213	0.000303124
0.000197155	-0.001558952	0.000306368
0.000194283	-0.001558963	0.000304156
0.0001973	-0.001559906	0.000301999
0.000196336	-0.0015607	0.000304361
0.000196651	-0.001561991	0.00030382
0.000196292	-0.001562313	0.000302756
0.000196789	-0.001559703	0.000305507
0.00020098	-0.001562217	0.000307971
0.000202219	-0.001562051	0.00031048
0.000205243	-0.001565509	0.000312474
0.000205991	-0.001573529	0.000312037
0.000200547	-0.001578686	0.000310907
0.000201447	-0.001580894	0.000308676
0.000200401	-0.001581471	0.00030909
0.000198885	-0.001581914	0.000307797
0.000200949	-0.001584479	0.000310008
0.000198599	-0.001584659	0.000309935
0.00020103	-0.001581952	0.000308736
0.000201891	-0.001585944	0.000311844
0.000202122	-0.001586975	0.000308565
0.000202115	-0.001586042	0.000309445
0.000198779	-0.001584342	0.000308873
0.00020065	-0.001585008	0.000310028
0.000198722	-0.00158245	0.000310531
0.000201342	-0.001585265	0.00030851
0.000199904	-0.001585045	0.000309358
0.000201129	-0.001584844	0.000309786
0.000200959	-0.001584499	0.000308679
0.000203537	-0.001583288	0.000311183
0.000202483	-0.001587802	0.000311199
0.00020266	-0.001585371	0.000312067
0.000203596	-0.001587169	0.000314098
0.000207451	-0.001589224	0.000315267
0.000209274	-0.00159607	0.000316193
0.000203466	-0.001619964	0.000303242
0.000199379	-0.001629803	0.000298286
0.000196007	-0.001637541	0.000298574
0.000194843	-0.001644159	0.000299237
0.000195572	-0.001649403	0.000301463
0.000197328	-0.00165435	0.000303445
0.000197258	-0.001657568	0.00030299
0.000193425	-0.001659705	0.000303386
0.000195747	-0.001663751	0.000303119
0.00019638	-0.001667118	0.000303165
0.000196922	-0.0016658	0.000303582
0.000196747	-0.001667145	0.000303249
0.000197325	-0.001668998	0.000305707
0.000197221	-0.00166817	0.000303966
0.000198621	-0.001668898	0.000304024
0.000197866	-0.001669618	0.000305165
0.000197156	-0.001668442	0.00030764
0.000198477	-0.001670213	0.000306798
0.000197943	-0.001669886	0.000307455
0.000200177	-0.001670368	0.000303733
0.000199566	-0.001672523	0.000309351
0.000201022	-0.001671826	0.000310741
0.00020488	-0.00167109	0.000313239
0.000206613	-0.001675701	0.000315308
0.00020704	-0.001685783	0.000314498
0.000204114	-0.001694308	0.00031208
0.000202893	-0.001703623	0.000311851
0.000201048	-0.001707627	0.000309718
0.000203803	-0.001707754	0.000308192
0.000203423	-0.001710917	0.00030861
0.00020673	-0.001714116	0.000309758
0.000208802	-0.001718311	0.00030617
0.000207918	-0.001719711	0.000304195
0.000210295	-0.001722386	0.000303991
0.000212487	-0.001723758	0.000303165
0.000212355	-0.001725221	0.000302113
0.000211105	-0.001726136	0.000304557
0.000212481	-0.001726647	0.000304153
0.000215237	-0.001730108	0.000304586
0.000212795	-0.001730195	0.000303573
0.000212556	-0.001728983	0.000305123
0.000213986	-0.00172806	0.000304756
0.000214513	-0.001730716	0.000306671
0.000214817	-0.001727688	0.000307374
0.00021575	-0.001729313	0.000305625
0.00021852	-0.001729616	0.000307604
0.000220128	-0.001732323	0.000311484
0.000221722	-0.001735341	0.000315246
0.000222801	-0.001746003	0.00031529
0.000213956	-0.001768757	0.000315906
0.000199867	-0.001787377	0.000317774
0.000197154	-0.001795978	0.000320033
0.000194229	-0.00180103	0.000321993
0.000195469	-0.001806929	0.000323256
0.000197115	-0.001812466	0.000325641
0.000197552	-0.001813908	0.000328181
0.000196784	-0.001816025	0.000328706
0.000198111	-0.001817099	0.000328848
0.000198244	-0.001818331	0.000329446
0.000198055	-0.001822152	0.000331645
0.000197751	-0.001818838	0.00033111
0.000199641	-0.001821453	0.000331367
0.000199519	-0.001822711	0.00033063
0.000201955	-0.001822869	0.000331279
0.000201784	-0.001822827	0.000332432
0.000200862	-0.001825262	0.000333092
0.000201752	-0.00182395	0.000333236
0.000202024	-0.001822314	0.000333789
0.000203832	-0.001826241	0.00033506
0.000201808	-0.001827294	0.000334813
0.000205427	-0.001825141	0.000337803
0.000208037	-0.001827763	0.00033941
0.000210533	-0.001831134	0.000342516
0.000212719	-0.001833602	0.000344041
0.000212787	-0.001840219	0.000342935
0.000213221	-0.001849314	0.000340851
0.000214745	-0.001854413	0.000337688
0.000216095	-0.001857368	0.000333574
0.000218294	-0.001860307	0.000334159
0.000218995	-0.001863541	0.000332251
0.000219767	-0.001864139	0.000330741
0.000222335	-0.001865634	0.000331118
0.00022234	-0.001866175	0.000330809
0.000221582	-0.001868835	0.000331838
0.000222529	-0.00186959	0.000331277
0.000223027	-0.001868009	0.000331182
0.000223769	-0.001869095	0.000330661
0.000221238	-0.001869058	0.00033016
0.000225272	-0.001869263	0.000330824
0.000224061	-0.001869904	0.000332562
0.00022506	-0.001870887	0.000331614
0.000225564	-0.001868447	0.000332115
0.000225802	-0.001868509	0.000332832
0.000226675	-0.001868568	0.000331904
0.000226062	-0.001871863	0.00033536
0.000226907	-0.001869591	0.000335178
0.000225678	-0.001871813	0.000333233
0.000226994	-0.001868526	0.000333359
0.000230611	-0.001872052	0.000336337
0.000232924	-0.001873884	0.000340374
0.000234782	-0.001874124	0.000342947
0.000237927	-0.001885491	0.000340719
0.000232784	-0.001893711	0.000336968
0.000229921	-0.001895663	0.000333117
0.00023206	-0.001898497	0.00033252
0.000231856	-0.001901611	0.000331788
0.000234874	-0.001902543	0.000330034
0.000236103	-0.001902963	0.000331965
0.000235019	-0.001905189	0.000332441
0.000236577	-0.001906795	0.000331272
0.000239009	-0.001909353	0.000334121
0.000239935	-0.001907824	0.000333338
0.000239924	-0.001909856	0.000331752
0.000239438	-0.001911597	0.000330962
0.000242724	-0.001910529	0.000332332
0.000241329	-0.001912731	0.000332899
0.000240352	-0.001914068	0.000330672
0.00024092	-0.001912395	0.000332982
0.00024337	-0.00191397	0.000334064
0.00024405	-0.001913814	0.000332822
0.000243259	-0.001913031	0.000333844
0.000244121	-0.001915686	0.000334248
0.000244655	-0.001915235	0.000334739
0.000244763	-0.001915748	0.000333247
0.000242368	-0.001914958	0.000335405
0.000244855	-0.00191664	0.000335126
0.000246169	-0.00191635	0.000333336
0.000243959	-0.001916765	0.000335985
0.000247007	-0.001919163	0.000337428
0.000247711	-0.00191746	0.00033857
0.000249939	-0.001917846	0.000338601
0.000249234	-0.001919892	0.000340545
0.000252265	-0.001920433	0.000340862
0.000250576	-0.001922815	0.000338578
0.000253345	-0.001921305	0.000341867
0.000253615	-0.001924013	0.000343739
0.000253311	-0.001926516	0.000342132
0.000253407	-0.001929332	0.00034432
0.000253663	-0.001930969	0.000345193
0.000253241	-0.00193345	0.000343843
0.000249809	-0.001936823	0.000347168
0.00025127	-0.001939042	0.000345917
0.000251175	-0.001938418	0.000347042
0.000250546	-0.001941389	0.000346852
0.000250191	-0.001942272	0.000346693
0.000249139	-0.001942795	0.000347783
0.000249521	-0.001944261	0.000346342
0.000249241	-0.001945001	0.000345943
0.000250319	-0.001944142	0.000348937
0.000249532	-0.001944099	0.00034752
0.000250942	-0.001945024	0.000349415
0.000251894	-0.001944741	0.000348969
0.000250129	-0.001945693	0.000349031
0.000249814	-0.001947338	0.000349309
0.00024895	-0.001947063	0.000350023
0.000249914	-0.001947838	0.000350011
0.000251257	-0.001944671	0.000348274
0.000249857	-0.001946925	0.000350788
0.000250175	-0.001946274	0.000349199
0.000251078	-0.001947044	0.000350821
0.000251282	-0.001948597	0.000352755
0.000251793	-0.001949078	0.000350845
0.000252079	-0.001949777	0.000351406
0.000251411	-0.001948877	0.000347974
0.000252839	-0.001947544	0.00035016
0.000252529	-0.001947844	0.000350127
0.000251231	-0.001950119	0.000351528
0.000250287	-0.001949073	0.000351578
0.000252741	-0.001949867	0.000349974
0.000253976	-0.001949533	0.000352074
0.000252601	-0.001949607	0.000351519
0.000253073	-0.001950378	0.000351806
0.00025285	-0.001948752	0.000353082
0.00025188	-0.001950905	0.000352312
0.000252222	-0.001950307	0.000354056
0.000251699	-0.001950804	0.000352705
0.000253656	-0.001950904	0.000354237
0.000252827	-0.001950553	0.000354037
0.000251642	-0.001950615	0.000353415
0.0002532	-0.001951599	0.000354792
0.000253413	-0.001951637	0.000354619
0.000253985	-0.001951316	0.000354661
0.000253728	-0.001951443	0.000354781
0.000253174	-0.001950808	0.000354343
0.000253503	-0.001952776	0.000353299
0.000253799	-0.001951311	0.000356189
0.000252227	-0.001952069	0.000355046
0.000252825	-0.001948351	0.000354651
0.000255047	-0.001951296	0.000356066
0.000256419	-0.001949872	0.000354026
0.000255172	-0.001951945	0.000356701
0.000255225	-0.001953414	0.000354818
0.000253038	-0.001951418	0.000356394
0.000253878	-0.001951316	0.000355081
0.000254511	-0.001950299	0.000355744
0.000254721	-0.001953003	0.000356854
0.000253635	-0.001951579	0.000354808
0.000255327	-0.001952957	0.00035421
0.000255302	-0.001952047	0.000356973
0.000254766	-0.001952492	0.000355507
0.000256308	-0.00195331	0.000357444
0.000257309	-0.001952824	0.000357078
0.000255807	-0.001954379	0.000356209
0.000256613	-0.0019539	0.000356344
0.00025768	-0.001952407	0.000356848
0.000256629	-0.001951651	0.000356884
0.000256325	-0.001952773	0.000356147
0.000256653	-0.001952234	0.000357077
0.000258309	-0.001952143	0.000361066
0.00026069	-0.001954257	0.000360217
0.000263181	-0.001954202	0.000363702
0.0002631	-0.001956362	0.000365938
0.000263944	-0.001960215	0.000368453
0.000260813	-0.001972217	0.000367869
0.000249946	-0.001984087	0.000362706
0.000243204	-0.001991306	0.000364045
0.000242481	-0.001993558	0.000365007
0.000240645	-0.001994977	0.000366369
0.000239294	-0.001995933	0.000368848
0.000239417	-0.001997584	0.000365683
0.000237559	-0.001996434	0.000368738
0.00023862	-0.001997682	0.000370067
0.000236729	-0.001998827	0.000370131
0.000237812	-0.00199817	0.000370334
0.000235879	-0.002001541	0.000371712
0.000237157	-0.001998985	0.000371157
0.000237676	-0.002002421	0.000371702
0.000238433	-0.002001148	0.000372081
0.000238446	-0.002000915	0.000373046
0.000238888	-0.002001168	0.000371027
0.000238357	-0.002001801	0.000372831
0.000238038	-0.002001431	0.00037212
0.000237652	-0.002001507	0.000374054
0.000238142	-0.002002371	0.000373622
0.000239824	-0.00200321	0.000378188
0.000240874	-0.002004839	0.000379985
0.000244529	-0.002008583	0.00038273
0.000238042	-0.002035647	0.000382138
0.000239301	-0.002069985	0.000369035
0.000237017	-0.002081904	0.000366038
0.000241464	-0.002090005	0.000366616
0.000240188	-0.00209417	0.000367119
0.000242193	-0.002097749	0.000364806
0.000243264	-0.002103423	0.000367771
0.000242623	-0.002105231	0.000367253
0.000243379	-0.002108185	0.0003685
0.000243476	-0.002110781	0.000369192
0.000243435	-0.00211157	0.000368907
0.000244619	-0.002111653	0.000370249
0.000244858	-0.002112261	0.000370784
0.000247602	-0.002110411	0.000372016
0.000248129	-0.002112904	0.000371405
0.00024971	-0.002114101	0.000372151
0.000246571	-0.002115203	0.000374052
0.000248107	-0.002115446	0.000372814
0.000249392	-0.002113297	0.000372743
0.000247761	-0.002113975	0.000374894
0.000249996	-0.002114265	0.000372305
0.000250772	-0.002116371	0.000374935
0.000251547	-0.00211567	0.000376373
0.000250135	-0.00211657	0.000374468
0.000252077	-0.002117242	0.000375352
0.000253315	-0.002115894	0.000376983
0.000253006	-0.002117251	0.000377027
0.000251867	-0.002115874	0.000376477
0.000253314	-0.002117567	0.000377016
0.000254214	-0.002117877	0.000378147
0.000253712	-0.002118251	0.000378763
0.000253338	-0.002117551	0.000377148
0.000253728	-0.002117503	0.000377601
0.000252526	-0.002119312	0.000376519
0.000254128	-0.002119349	0.00037742
0.000255774	-0.002117847	0.000379314
0.000254442	-0.002118914	0.000378161
0.000254384	-0.002117868	0.00037791
0.000253908	-0.002119226	0.000377418
0.000254146	-0.002118437	0.000378828
0.000254291	-0.002118579	0.000378994
0.000256476	-0.002118334	0.00037946
0.000253847	-0.002118121	0.000380446
0.000257712	-0.002120783	0.000382802
0.000258197	-0.002120879	0.000383152
0.000261668	-0.002122677	0.000382925
0.000262165	-0.002120873	0.000386775
0.000265379	-0.0021229	0.00038883
0.000267636	-0.00212749	0.000387517
0.000262486	-0.002137934	0.000380143
0.00026497	-0.002144251	0.000375468
0.000269176	-0.002148753	0.000367861
0.000271094	-0.002150562	0.000366649
0.000274178	-0.002151042	0.000362891
0.000275451	-0.002153607	0.000362577
0.000273728	-0.002154747	0.000363432
0.000274125	-0.002155923	0.000362579
0.000273425	-0.002156682	0.000363261
0.000276424	-0.002156769	0.000362079
0.000277985	-0.00215864	0.000363196
0.00027639	-0.002157515	0.000362449
0.000277795	-0.002158211	0.000362606
0.00027694	-0.002158134	0.000362104
0.00027794	-0.00215934	0.000361898
0.00027878	-0.002157605	0.000362291
0.000279392	-0.002157544	0.000364942
0.000279948	-0.002158651	0.000363379
0.000282083	-0.00215969	0.000362671
0.00028418	-0.002159837	0.000367751
0.000289219	-0.002165092	0.000369854
0.000277739	-0.002190144	0.00037212
0.00025383	-0.00221734	0.000379315
0.000247695	-0.002229091	0.000381012
0.000244723	-0.002238166	0.00038155
0.000245121	-0.002244212	0.000384516
0.0002438	-0.002247148	0.000385613
0.000243906	-0.002249985	0.000388277
0.000244426	-0.002253382	0.000389493
0.000245496	-0.002255404	0.000389464
0.000245935	-0.002256538	0.00038908
0.000247688	-0.002259616	0.000390869
0.000245345	-0.00225882	0.000391556
0.000249971	-0.002259122	0.00039218
0.000247258	-0.002259341	0.000393383
0.000250042	-0.002260801	0.000394034
0.000249366	-0.002262856	0.000393014
0.000249823	-0.002260213	0.000393611
0.000248351	-0.00226172	0.000394298
0.000251901	-0.002263195	0.000396296
0.000254219	-0.002263164	0.000397931
0.000256152	-0.002262939	0.000400369
0.000256804	-0.002267537	0.000404208
0.000259246	-0.002274832	0.0004033
0.000261476	-0.002276489	0.000402694
0.000260161	-0.002283184	0.000401106
0.000261517	-0.002282334	0.000402
0.000262641	-0.002283713	0.00040469
0.000265787	-0.002284451	0.000404442
0.000264312	-0.002287872	0.000405503
0.000267282	-0.002289288	0.00040741
0.000267903	-0.002288474	0.000406642
0.000268504	-0.002289913	0.000408548
0.000267581	-0.002290507	0.0004091
0.000267822	-0.002290545	0.000406645
0.000268484	-0.002290558	0.000406216
0.000268828	-0.002290962	0.000409897
0.000269499	-0.002292227	0.000408339
0.000272786	-0.002291614	0.000409687
0.000271503	-0.002292871	0.00040838
0.000272244	-0.002294239	0.000409942
0.000272372	-0.002291637	0.000409894
0.000272024	-0.00229314	0.000410256
0.000274889	-0.00229538	0.000410516
0.000276422	-0.002297103	0.000413916
0.000280001	-0.002302739	0.000415453
0.000277689	-0.00231615	0.000401959
0.000285205	-0.00233148	0.000383742
0.000287492	-0.00234265	0.000377065
0.000290851	-0.002352883	0.000374233
0.000294294	-0.002359366	0.000373186
0.000296125	-0.002368316	0.00037313
0.000295613	-0.002379213	0.000374526
0.000294761	-0.002390098	0.000374779
0.000292579	-0.002397198	0.000376331
0.00029403	-0.00239958	0.000376899
0.000293809	-0.002401619	0.000378972
0.000295171	-0.002403637	0.000380803
0.00029631	-0.002404676	0.000380433
0.000296629	-0.002407173	0.000380803
0.000295301	-0.00240863	0.000381986
0.000298611	-0.002407776	0.000383539
0.000297663	-0.002408742	0.000383254
0.000298845	-0.002410398	0.000383358
0.000301916	-0.00241023	0.000384539
0.000298678	-0.002409068	0.000386642
0.00029986	-0.00241133	0.000387582
0.00029932	-0.002412953	0.00038679
0.000302417	-0.002410603	0.000387923
0.000300202	-0.002410308	0.000386981
0.000302952	-0.00240882	0.000390772
0.000303545	-0.002410824	0.00038916
0.000302511	-0.002412553	0.000388833
0.000302085	-0.002411155	0.000387852
0.000301392	-0.002412051	0.000389152
0.000304072	-0.002412268	0.000391005
0.000304834	-0.002413496	0.000390911
0.00030376	-0.002412214	0.000391218
0.000306047	-0.002412513	0.000391163
0.000307152	-0.002412538	0.00039169
0.000304597	-0.002414912	0.000390922
0.000305062	-0.002413297	0.000392163
0.000307749	-0.002411872	0.000392907
0.00030597	-0.002413242	0.000393925
0.000309254	-0.002413971	0.000393522
0.000305736	-0.002412004	0.00039272
0.000306443	-0.002414105	0.000396316
0.000308102	-0.002413551	0.000392784
0.000309478	-0.002413276	0.000393876
0.000308908	-0.002414275	0.000395725
0.000310511	-0.002414234	0.00039463
0.000308869	-0.002413617	0.000395414
0.000308569	-0.002413663	0.000393918
0.000309089	-0.002414157	0.000395535
0.000308839	-0.00241346	0.000396147
0.000309963	-0.002416259	0.00039494
0.000309847	-0.00241443	0.000397181
0.00030798	-0.002413909	0.000396856
0.000309513	-0.002415092	0.000396293
0.000310389	-0.002416189	0.000397801
0.000310844	-0.0024144	0.000396393
0.000311157	-0.002415005	0.000397576
0.000310607	-0.002414657	0.000396441
0.000312339	-0.00241527	0.000397204
0.000311716	-0.002414734	0.000396447
0.000308234	-0.002415032	0.000397044
0.000311917	-0.002416652	0.000397761
0.000311608	-0.002414088	0.000398668
0.000313506	-0.002415212	0.000398526
0.000311328	-0.00241465	0.000396407
0.000312953	-0.002413988	0.000398344
0.000311953	-0.002416024	0.000399806
0.000313528	-0.002415401	0.000399144
0.000311627	-0.002414781	0.000398924
0.000312613	-0.002416509	0.000400051
0.000313766	-0.002414675	0.000400231
0.000313887	-0.002414668	0.000399785
0.00031365	-0.002414075	0.000399957
0.00031459	-0.002415504	0.000400343
0.000315455	-0.00241594	0.000400894
0.000313166	-0.002414793	0.000400341
0.000314338	-0.002415169	0.000401459
0.000315668	-0.002414447	0.000401372
0.000313233	-0.002417084	0.000400637
0.00031512	-0.002417697	0.00040012
0.000316001	-0.002415677	0.00040129
